#,Call No,Title,Authors,Barcode,Price,Status,Date Created,Genre
1318,GR F PEI,Big Nate : Makes a Splash,Lincoln Peirce,30385000000893,$0.00,In,"2023,10,02","fictional,humor,adventure,friendship"
1320,FIC PEI,Big Nate out loud,Lincoln. Peirce,30385038518854,$9.00,In,"2020,04,26","humorous stories,friendship,schools,adventure"
1326,E KHA,Big Red Lollipop,Rukhsana Khan,30385000001248,$16.99,In,"2023,10,20","juvenile literature,friendship,family life,sisters,cultural diversity"
1331,629.2 BOO,Big Wheels,David Booth,30385038516719,$10.00,In,"2020,04,26","adventure,friendship,juvenile literature,humor,friendship"
1333,E CUR,Big Words for Little People,Jamie Lee Curtis,30385038517240,$20.00,In,"2020,04,26","juvenile literature,friendship,humorous stories,picture books,family"
1334,E SOL,Bigbeard's hook,Evan Solomon,30385038512726,$12.00,Lost,"2020,04,25","adventure,fantasy,friendship,humorous stories,juvenile literature"
1335,001.944 THE,Bigfoot,Paul. Theisen,30385038518432,$10.00,In,"2020,04,25","action and adventure,juvenile literature,monsters,mystery and detective stories"
1343,F NEW,The Billionaire's Curse,Richard Newsome,30385038518185,$9.00,In,"2020,04,25","mystery,adventure,friendship,fantasy"
1345,F SNI,"Billy Hooten, Owlboy",Tom. Sniegoski,30385038514913,$7.50,In,"2020,04,26","fantasy,adventure,juvenile literature,friendship"
1348,F BRO,Binky Rules,Marc. Brown,30385038505974,$5.50,In,"2020,04,26","humorous stories,friendship,adventure and adventurers,animals"
1349,F SPI,Binky the Space Cat,Ashley. Spires,30385038518030,$9.00,In,"2020,04,25","humorous stories,animals,adventure,cats,friendship"
1350,F SPI,Binky the Space Cat,Ashley. Spires,30385038518031,$9.00,In,"2020,04,26","comics and graphic novels,animals,humor,adventure"
1351,[E],Binny's Diwali,Thrity N. Umrigar,30385000001473,$0.00,In,"2023,11,01","childrens stories,friendship,family life,picture books"
1360,E TAR,Bippity bop barbershop,Natasha. Tarpley,30385000000407,$0.00,In,"2022,01,20","juvenile literature,friendship,adventure,humorous stories,picture books"
1380,E PAS,Bisa's Carnival,Joana Pastro,30385038513371,$8.00,In,"2023,09,13","juvenile literature,friendship,adventure and adventurers,fiction juvenile,children's stories"
1381,E PAS,Bisa's Carnival,Joana Pastro,30385000001508,$8.00,In,"2023,11,23","juvenile literature,friendship,adventure and adventurers,fiction jeunesse"
1395,599.66 WAT,Black rhinos,Melanie. Watt,30385038500439,$1.00,In,"2020,04,26","animals,adventure,friendship"
1399,509 MIL,Black Stories Matter : Groundbreaking Scientists,J. P. (Janice P.) Miller,30385000001673,$15.00,In,"2024,03,19","science,groundbreaking,scientists,juvenile literature,general,biography"
1400,796 MIL,Black Stories Matter : Sports Heroes,J. P. (Janice P.) Miller,30385000001671,$15.00,In,"2024,03,19","sports,heroes,juvenile literature,friendship,african americans"
1401,F MACH,Black water,D. J. MacHale,30385038513843,$9.00,In,"2020,04,25","fantasy,adventure,mystery and detective stories,friendship"
1425,F HAR,Blood feud,Alyxandra. Harvey,30385038518126,$13.00,In,"2020,04,25","fantasy,adventure,mystery,friendship,siblings"
1433,F WIL,Bloody tower,Valerie. Wilding,30385038518145,$6.99,In,"2020,04,25","mystery and detective stories,adventure stories,juvenile fiction,historical fiction,fantasy"
1437,394.26 9713 REN,Bloom of friendship : the story of the Canadian Tulip Festival,Anne Renaud,30385038512767,$9.00,In,"2020,04,25","children's literature,friendship,history,picture books"
1438,F NIM,The Blue boa,Jenny. Nimmo,30385038514938,$12.99,In,"2020,04,26","fiction,juvenile literature,friendship,adventure,fantasy"
1439,F LEU,The Blue Bowl,Flo Leung,30385000003768,$21.95,In,"2024,05,27","adventure,friendship,juvenile literature,mystery and detective stories,fantasy"
1441,152.4 GRE,The Blue day book,Bradley Trevor. Greive,30385038512179,$15.00,In,"2020,04,26","humorous stories,animals,friendship,picture books,adventure"
1447,FIC,Bo and the merbaby,Rebecca. Elliott,30385000000857,$0.00,In,"2023,10,02","adventure,friendship,juvenile literature,fantasy,picture books"
1450,F MAD,Board battle,Jake. Maddox,30385038519956,$8.00,In,"2020,04,26","mystery and detective stories,adventure and adventurers,action and adventure"
1457,F MUL,Boiling point,Diane. Muldrow,30385038514973,$6.99,In,"2020,04,25","juvenile literature,friendship,adventure and adventurers,picture books"
1460,BOL,Boldprints Kids: What's for Lunch,,30385038516488,$10.00,In,"2020,04,25","juvenile literature,friendship,humor,adventure"
1461,F SWE,Boldprints: Monster Machines,Bernadette Sweeney,30385038516505,$10.00,In,"2020,04,26","juvenile literature,adventure and adventurers,picture books,monsters,machinery"
1462,,Bone,Jeff Smith,30385038515464,$0.00,In,"2020,04,26","fantasy,adventure and adventurers,graphic novels,friendship,magic,humor"
1471,614.17 TOW,Bone detectives,John Townsend,30385038517525,$0.00,In,"2020,04,25","mystery and detective stories,adventure and adventurers,juvenile literature,friendship,animals"
1475,F GN SMI,Bone: More Tall Tails,Jeff Smith,30385000001014,$17.75,In,"2023,10,24","graphic novels,adventure and adventurers,humor,fantasy"
1476,741.5 SMI,Bone: out from Boneville,Jeff Smith,30385038517083,$10.00,In,"2020,04,26","adventure,friendship,juvenile literature,graphic novels"
1478,,Bone Rose,Jeff Smith,30385000000589,$0.00,In,"2022,01,25","fantasy,adventure,magic,friendship,mystery"
1480,741.5 SMI,Bone : The Great Cow Race.,Jeff Smith,30385038519095,$14.00,In,"2020,04,25","fantasy,adventure,graphic novels,friendship"
1482,741.5 SMI,"Bone, Vol. 4: The Dragonslayer",Jeff Smith,30385000000257,$12.99,In,"2021,11,03","fantasy,graphic novels,adventure,friendship"
1485,612.7 SIM,Bones : our skeletal system.,Seymour. Simon,30385038500682,$1.00,In,"2020,04,25","non-fiction,science,children's literature"
1486,E TAN,Boo hoo Bird,Jeremy. Tankard,30385038517286,$0.00,In,"2020,04,26","Picture Books,Friendship,Humorous Stories,Animals"
1488,F FRI,"Boobela, Worm and potion power",Joe. Friedman,30385038515113,$13.00,In,"2020,04,25","juvenile literature,friendship,adventure and adventurers,humorous stories,fantasy"
1493,F TOL,Book of lost tales. Part I,J. R. R. (John Ronald Reuel) Tolkien,30385038508705,$21.95,In,"2020,04,26","fantasy,adventure,friendship,magic,mythology"
1494,F TOL,The Book of lost tales. Part II,J. R. R. (John Ronald Reuel) Tolkien,30385038508706,$21.95,In,"2020,04,25","fantasy,adventure,magic,friendship,fairy tales"
1501,F ZUS,The Book thief,Markus. Zusak,30385038520566,$17.00,In,"2020,04,25","historical fiction,war,family life,friendship"
1504,GN ALE,Booked,Kwame Alexander,30385000001159,$0.00,Out,"2023,10,05","juvenile literature,friendship,schools,fiction juvenile,family life"
1509,741.5 FER,Boredom Busters,Caroline Fernandez,30385038520080,$14.95,In,"2020,04,26","juvenile literature,friendship,humorous stories,adventure"
1514,E SOL,Born Yesterday,James Solheim,30385038518077,$15.99,In,"2020,04,26","fantasy,adventure,friendship,juvenile literature,magic"
1526,741.5 Kis,"Boruto: Naruto Next Generations, Volume 1 : Naruto Next Generations.",Masashi Kishimoto,38510878,$0.00,Out,"2022,01,25","manga,adventure,friendship,action and adventure"
1528,GN MIS,Bounce Back,Misako Rocks!,30385000001019,$17.00,In,"2023,10,23","juvenile literature,friendship,adventure and adventurers,comic books"
1543,F FAG,The boy in the box,Cary. Fagan,30385000000623,$0.00,In,"2022,01,26","mystery and detective stories,adventure,family life,friendship,siblings"
1544,F WAL,The Boy in the Dress,David Walliams,30385038520275,$10.50,In,"2020,04,25","juvenile literature,friendship,humorous stories,schools"
1554,E SCH,The Boy who loved words,Roni. Schotter,30385038513265,$0.00,In,"2020,04,25","juvenile literature,friendship,adventure and adventurers,picture books,family life"
1556,E MOR,The Boy Who Was Raised by Librarians,Carla. Morris,30385038514361,$22.00,In,"2020,04,25","juvenile literature,friendship,adventure and adventurers,childrens stories,librarians"
1559,F MCD,"Boys, Bears, and a Serious Pair of Hiking Boots",Abby McDonald,30385038518143,$7.99,In,"2020,04,25","adventure,friendship,humor,young adult,fiction"
1563,920.71 MCC,Boys who rocked the world,Michelle Roehm McCann,30385000001199,$11.99,In,"2023,11,02","juvenile literature,friendship,adventure and adventurers,biography,boys"
1565,E SHA,Brady Brady and the great exchange,Mary Shaw,30385038514671,$6.00,In,"2020,04,26","juvenile literature,friendship,adventure and adventurers,humorous stories,picture books"
1566,E SHA,Brady Brady and the great rink,Mary Shaw,30385038514999,$0.00,In,"2020,04,26","juvenile literature,friendship,adventure and adventurers,childrens stories,hockey"
1569,E SHA,Brady Brady and the Singing Tree,Mary Shaw,30385038514233,$7.00,In,"2020,04,26","juvenile literature,friendship,adventure and adventurers,humorous stories"
1572,F WAL,Branded,Eric Walters,30385038517952,$9.95,Lost,"2020,04,26","mystery and detective stories,friendship,juvenile literature,adventure and adventurers"
1575,E KAC,The brave princess and me : inspired by a true story,Kathy Kacer,30385000000269,$0.00,In,"2021,11,03","juvenile literature,friendship,adventure and adventurers,historical,fantasy,picture books"
1576,F ARR,The Bravest Knight Who Ever Lived,,30385000001256,$16.99,In,"2023,10,23","childrens stories,adventure and adventurers,picture books,friendship"
1606,608 BOO,Breakthrough!,Linda Booth,30385038516478,$0.00,In,"2020,04,26","adventure,friendship,juvenile literature,friendship,family"
1618,PB SID,Bringing the Outside In,Mary McKenna Siddals,30385000001413,$0.00,In,"2023,12,06","picture books,childrens stories,friendship,animals"
1621,J971.01 NEL,"Britain's Canada, 1613-1770",Sheila. Nelson,30385038520603,$28.95,In,"2020,04,26","history,biography,colonialism,exploration"
1625,F BRO,Broken Angel: A Novel,Sigmund Brouwer,30385038519393,$12.99,In,"2020,04,26","fantasy,adventure,juvenile literature,mystery and detective stories,friendship"
1626,F WIL,Broken Arrow: The Seven Sequels,John Wilson,30385038519830,$10.95,In,"2020,04,25","adventure,juvenile literature,friendship,mystery and detective stories"
1627,F WAL,Broken Strings,Eric Walters,30385000000860,$13.00,In,"2023,10,02","juvenile literature,friendship,adventure and adventurers,family life,mystery and detective stories"
1630,E MAR,"Brown bear, brown bear, what do you see?",Bill Martin,30385038501269,$16.95,In,"2020,04,26","picture books,animals,friendship"
1647,F HER,Buddy,M.H. Herlong,30385038519487,$6.00,In,"2020,04,26","juvenile literature,friendship,adventure and adventurers,family life,siblings"
1650,E CLA,"Bug out! : the world's creepiest, crawliest critters",Ginjer L. Clarke,30385038517373,$5.00,In,"2020,04,25","animal behavior,humorous stories,adventure stories"
1656,595.7 SWA,Bugs up close,Diane Swanson,30385038515755,$19.00,In,"2020,04,25","animals,juvenile literature,picture books,photography"
1661,794 SCH,"Build it, Win it : The ultimate guide to all things Roblox",,30385000000959,$12.00,In,"2023,10,02","fantasy,adventure and adventurers,juvenile literature"
1674,,Built Below Sea Level : New Orleans.,Laura Layton Strom,30385038519849,$0.00,In,"2024,06,27","history,adventure and adventurers,friendship,family life"
1675,E JOH,The Bull and the fire truck,Tony Johnston,30385038512711,$4.50,In,"2020,04,26","juvenile literature,friendship,adventure and adventurers,animals,picture books"
1676,624.1 ALI,Bulldozers,Marv. Alinas,30385038517619,$15.00,In,"2020,04,26","adventure,friendship,juvenile literature,humor"
1687,GN KEA,Bunbun and Bonbon # 1 : Fancy Friends,Jess Keating,30385000001205,$10.00,In,"2023,10,17","juvenile literature,friendship,adventure and adventurers,humorous stories,picture books"
1688,599.3 SEX,Bunnies,Colleen A. Sexton,30385038517679,$15.00,In,"2020,04,25","juvenile literature,friendship,animals,humorous stories,fantasy"
1694,F LAS,The Burning,Kathryn. Lasky,30385038515441,$4.99,In,"2020,04,25","fantasy,adventure,friendship,mystery,juvenile literature"
1696,E MAR,Burt's Way Home,John Martz,30385038520507,$17.95,In,"2020,04,25","juvenile literature,friendship,adventure and adventurers,family life,animals"
1697,932 SLO,"Bury the dead:Corpses, Skeletons, Mummies, Tombs",Christopher Sloan.,30385038517028,$5.00,In,"2020,04,25","horror,mystery and detective stories,fantasy,adventure"
1699,E KRE,Buster makes the grade,Stephen. Krensky,30385038503282,$0.00,In,"2020,04,25","juvenile literature,friendship,adventure and adventurers,humorous stories,schools"
1700,690 TAR,The Busy building book,Sue. Tarsky,30385038500553,$1.00,In,"2020,04,26","juvenile literature,friendship,adventure and adventurers,humorous stories"
1716,E HOR,Buy my hats!,Dave Horowitz,30385038518005,$21.00,In,"2020,04,25","childrens stories,humor,friendship,adventure"
1727,F WES,Call of the sound dragon,Tracey West,30385000000695,$0.00,Lost,"2022,04,29","fantasy,adventure,dragons,magic"
1731,E SPI,"Callie Cat, ice skater",Eileen. Spinelli,30385038514948,$18.95,In,"2020,04,25","juvenile literature,friendship,animals,humorous stories"
1747,F WAL,Camp X,Eric Walters,30385038509928,$24.00,In,"2020,04,26","juvenile literature,friendship,adventure and adventurers,historical fiction"
1751,F BEN,Can adults become human?,Jim. Benton,30385038518614,$6.00,In,"2020,04,25","juvenile literature,friendship,humorous stories,fantasy,magic"
1753,E WIL,Can I Play Too,Mo Willems,30385000001192,$0.00,In,"2023,11,02","picture books,animals,friendship,humorous stories"
1755,513.2 EVA,Can you count ten toes? : count to 10 in 10 different languages,Lezlie. Evans,30385038502564,$0.00,In,"2020,04,25","picture books,languages,counting books"
1758,793.73,Can you see what I see?,Walter Wick,30385000000194,$0.00,In,"2021,11,02","fiction,juvenile literature,friendship,adventure and adventurers,picture books"
1761,614.4 DOE,Can you survive a virus outbreak? : an interactive doomsday adventure,Matt Doeden,30385038521038,$0.00,In,"2020,04,25","interactive adventure,survival,young adult,science fiction"
1762,F WAC,Can You Survive a Zombie Apocalypse : An Interactive Doomsday Adventure,Anthony Wacholtz,30385000003794,$6.95,In,"2024,06,12","horror,survival,adventure,interactive fiction"
1763,F HOE,Can you survive an alien invasion : An interactive Doomsday Adventure,Blake Hoena,30385000003787,$7.95,In,"2024,06,12","science fiction,adventure stories,survival,interactive fiction"
1764,910.9163/4 LAS,Can you survive the Titanic? : an interactive survival adventure,Allison. Lassieur,30385038521045,$0.00,In,"2020,04,26","interactive fiction,survival,historical fiction,juvenile adventure"
1765,971 HAM,Canada,Janice. Hamilton,30385038516748,$10.00,In,"2020,04,26","fiction,adventure,friendship,children's literature"
1766,971 KAL,Canada.,Bobbie Kalman,30385038506915,$0.00,In,"2020,04,25","juvenile literature,friendship,adventure and adventurers,history,family life"
1767,971 LAN,Canada,Elaine. Landau,30385038507132,$0.00,In,"2020,04,26","fiction,adventure,friendship,juvenile literature"
1770,971 CLI,"Canada and the United Nations,",Beverly Cline,30385038516766,$10.00,In,"2020,04,25","history,biography,juvenile literature,friendship"
1774,971 ORC,Canada,Andy. Orchard,30385038511500,$25.00,In,"2020,04,26","adventure,friendship,photography,family life,humor"
1777,513.2/11 PAC,Canada counts : a Charles Pachter counting book.,Charles Pachter,30385038519051,$20.00,In,"2020,04,26","""juvenile literature"",""friendship"",""counting books"",""picture books"""
1778,394.263 KIS,Canada Day,Heather Kissock,30385038516834,$10.00,In,"2020,04,25","juvenile literature,friendship,adventure and adventurers,childrens stories,family"
1784,971 KAL,Canada : the culture.,Bobbie Kalman,30385038506916,$0.00,In,"2020,04,25","childrens literature,history,friendship,adventure"
1791,929.9 OWE,Canada's Maple Leaf : the story of our flag,AnnMaureen. Owens,30385038517521,$5.00,In,"2020,04,26","biography,historical,children,friendship,adventure"
